Contact_pair,HiChip1,HiChip2,Contact_group_HiChip
chr10_19320000to19330000andchr10_19690000to19700000,1.5,0.0,2NTnG
chr9_106420000to106430000andchr9_106470000to106480000,1.5,0.0,2NTnG
chr9_106430000to106440000andchr9_106470000to106480000,1.5,2.0,2NTnG
chr9_107280000to107290000andchr9_107310000to107320000,1.5,0.0,2NTnG
chr9_108290000to108300000andchr9_108330000to108340000,1.5,0.0,2NTnG
chr9_114420000to114430000andchr9_114490000to114500000,1.5,0.0,2NTnG
chr9_114450000to114460000andchr9_114490000to114500000,1.5,3.0,2NTnG
chr9_116320000to116330000andchr9_116340000to116350000,1.5,2.5,2NTnG
chr9_116340000to116350000andchr9_116380000to116390000,1.5,1.5,2NTnG
chr9_119260000to119270000andchr9_119340000to119350000,1.5,0.0,2NTnG
chr9_120030000to120040000andchr9_120070000to120080000,1.5,2.0,2NTnG
chr10_19060000to19070000andchr10_19120000to19130000,1.5,0.0,2NTnG
chr10_19070000to19080000andchr10_19120000to19130000,1.5,1.5,2NTnG
chr10_19490000to19500000andchr10_19590000to19600000,1.5,0.0,2NTnG
chr9_106280000to106290000andchr9_106360000to106370000,1.5,0.0,2NTnG
chr10_21160000to21170000andchr10_21230000to21240000,1.5,0.0,2NTnG
chr10_24750000to24760000andchr10_24870000to24880000,1.5,0.0,2NTnG
chr10_39170000to39180000andchr10_39360000to39370000,1.5,0.0,2NTnG
chr10_39190000to39200000andchr10_39610000to39620000,1.5,0.0,2NTnG
chr10_41440000to41450000andchr10_41450000to41460000,1.5,0.0,2NTnG
chr10_42470000to42480000andchr10_42500000to42510000,1.5,0.0,2NTnG
chr10_58320000to58330000andchr10_58490000to58500000,1.5,0.0,2NTnG
chr10_62480000to62490000andchr10_62590000to62600000,1.5,0.0,2NTnG
chr10_67100000to67110000andchr10_67200000to67210000,1.5,0.0,2NTnG
chr10_75210000to75220000andchr10_75220000to75230000,1.5,3.0,2NTnG
chr10_75220000to75230000andchr10_75280000to75290000,1.5,0.0,2NTnG
chr10_78180000to78190000andchr10_78570000to78580000,1.5,0.0,2NTnG
chr9_106280000to106290000andchr9_106430000to106440000,1.5,0.0,2NTnG
chr9_103300000to103310000andchr9_106360000to106370000,1.5,0.0,2NTnG
chr9_21070000to21080000andchr9_21130000to21140000,1.5,2.0,2NTnG
chr9_63130000to63140000andchr9_63390000to63400000,1.5,0.0,2NTnG
chr9_25150000to25160000andchr9_25160000to25170000,1.5,1.5,2NTnG
chr9_25180000to25190000andchr9_25190000to25200000,1.5,4.0,2NTnG
chr9_32730000to32740000andchr9_32900000to32910000,1.5,2.5,2NTnG
chr9_35210000to35220000andchr9_35570000to35580000,1.5,0.0,2NTnG
chr9_40800000to40810000andchr9_114750000to114760000,1.5,0.0,2NTnG
chr9_41180000to41190000andchr9_41200000to41210000,1.5,1.5,2NTnG
chr9_44030000to44040000andchr9_44060000to44070000,1.5,0.0,2NTnG
chr9_44840000to44850000andchr9_44860000to44870000,1.5,1.5,2NTnG
chr9_44870000to44880000andchr9_44960000to44970000,1.5,0.0,2NTnG
chr9_59650000to59660000andchr9_59670000to59680000,1.5,0.0,2NTnG
chr9_60990000to61000000andchr9_61700000to61710000,1.5,0.0,2NTnG
chr9_62970000to62980000andchr9_63130000to63140000,1.5,0.0,2NTnG
chr9_64780000to64790000andchr9_64820000to64830000,1.5,0.0,2NTnG
chr9_103200000to103210000andchr9_103300000to103310000,1.5,0.0,2NTnG
chr9_66830000to66840000andchr9_67000000to67010000,1.5,0.0,2NTnG
chr9_66890000to66900000andchr9_66940000to66950000,1.5,0.0,2NTnG
chr9_66940000to66950000andchr9_67000000to67010000,1.5,0.0,2NTnG
chr9_69280000to69290000andchr9_69310000to69320000,1.5,0.0,2NTnG
chr9_69290000to69300000andchr9_69310000to69320000,1.5,2.5,2NTnG
chr9_72950000to72960000andchr9_72980000to72990000,1.5,2.0,2NTnG
chr9_73070000to73080000andchr9_73090000to73100000,1.5,0.0,2NTnG
chr9_75360000to75370000andchr9_75430000to75440000,1.5,0.0,2NTnG
chr9_100520000to100530000andchr9_100540000to100550000,1.5,2.5,2NTnG
chr9_100520000to100530000andchr9_100640000to100650000,1.5,0.0,2NTnG
chr9_102480000to102490000andchr9_102530000to102540000,1.5,0.0,2NTnG
chr9_103100000to103110000andchr9_103200000to103210000,1.5,0.0,2NTnG
chrX_164380000to164390000andchrX_164410000to164420000,1.5,0.0,2NTnG
chr1_155140000to155150000andchr1_155150000to155160000,0.0,5.0,2NTnG
chr11_48800000to48810000andchr11_48850000to48860000,0.0,4.5,2NTnG
chr11_100310000to100320000andchr11_100320000to100330000,0.0,4.0,2NTnG
chr4_139570000to139580000andchr4_139620000to139630000,0.0,4.0,2NTnG
chr11_46370000to46380000andchr11_46380000to46390000,0.0,4.0,2NTnG
chr9_96360000to96370000andchr9_96390000to96400000,0.0,4.0,2NTnG
chr14_27230000to27240000andchr14_27240000to27250000,0.0,4.0,2NTnG
chr13_112390000to112400000andchr13_112440000to112450000,0.0,4.0,2NTnG
chr6_122520000to122530000andchr6_122530000to122540000,0.0,4.0,2NTnG
chr12_98240000to98250000andchr12_98260000to98270000,0.0,3.5,2NTnG
chr11_106190000to106200000andchr11_106210000to106220000,0.0,3.5,2NTnG
chr19_8780000to8790000andchr19_8810000to8820000,0.0,3.5,2NTnG
chr11_53840000to53850000andchr11_53850000to53860000,0.0,3.5,2NTnG
chr7_19220000to19230000andchr7_19300000to19310000,0.0,3.5,2NTnG
chr4_8800000to8810000andchr4_8810000to8820000,0.0,3.5,2NTnG
chr16_57460000to57470000andchr16_57470000to57480000,0.0,3.5,2NTnG
chrX_140530000to140540000andchrX_140540000to140550000,0.0,3.5,2NTnG
chr7_83630000to83640000andchr7_83650000to83660000,0.0,3.0,2NTnG
chr11_70610000to70620000andchr11_70640000to70650000,0.0,3.0,2NTnG
chr7_30300000to30310000andchr7_30330000to30340000,0.0,3.0,2NTnG
chr5_64900000to64910000andchr5_64930000to64940000,0.0,3.0,2NTnG
chr10_42880000to42890000andchr10_42900000to42910000,0.0,3.0,2NTnG
chr10_12870000to12880000andchr10_12880000to12890000,0.0,3.0,2NTnG
chr6_136420000to136430000andchr6_136550000to136560000,0.0,3.0,2NTnG
chr6_128840000to128850000andchr6_129260000to129270000,0.0,3.0,2NTnG
chr9_21260000to21270000andchr9_21290000to21300000,0.0,3.0,2NTnG
chr9_32730000to32740000andchr9_32960000to32970000,0.0,3.0,2NTnG
chr9_32900000to32910000andchr9_32930000to32940000,0.0,3.0,2NTnG
chr10_58440000to58450000andchr10_58490000to58500000,0.0,3.0,2NTnG
chr10_62180000to62190000andchr10_62190000to62200000,0.0,3.0,2NTnG
chr7_127420000to127430000andchr7_127440000to127450000,0.0,3.0,2NTnG
chr11_23000000to23010000andchr11_23270000to23280000,0.0,3.0,2NTnG
chr8_72270000to72280000andchr8_72360000to72370000,0.0,3.0,2NTnG
chr10_68130000to68140000andchr10_68270000to68280000,0.0,3.0,2NTnG
chr6_72360000to72370000andchr6_72400000to72410000,0.0,3.0,2NTnG
chr7_12920000to12930000andchr7_12940000to12950000,0.0,3.0,2NTnG
chr8_81760000to81770000andchr8_81810000to81820000,0.0,3.0,2NTnG
chr2_132250000to132260000andchr2_132260000to132270000,0.0,3.0,2NTnG
chr2_131420000to131430000andchr2_131500000to131510000,0.0,3.0,2NTnG
chr13_112380000to112390000andchr13_112410000to112420000,0.0,3.0,2NTnG
chr13_112390000to112400000andchr13_112430000to112440000,0.0,3.0,2NTnG
chr14_19960000to19970000andchr14_20060000to20070000,0.0,3.0,2NTnG
chr14_99090000to99100000andchr14_99100000to99110000,0.0,3.0,2NTnG
chr15_11990000to12000000andchr15_12010000to12020000,0.0,3.0,2NTnG
chr18_68130000to68140000andchr18_68150000to68160000,0.0,3.0,2NTnG
chr18_89150000to89160000andchr18_89160000to89170000,0.0,3.0,2NTnG
chr19_4120000to4130000andchr19_4190000to4200000,0.0,3.0,2NTnG
chr19_8780000to8790000andchr19_8820000to8830000,0.0,3.0,2NTnG
chr2_32490000to32500000andchr2_32570000to32580000,0.0,3.0,2NTnG
chr17_24930000to24940000andchr17_24960000to24970000,0.0,3.0,2NTnG
chr15_94550000to94560000andchr15_94580000to94590000,0.0,3.0,2NTnG
chr4_122870000to122880000andchr4_122930000to122940000,0.0,3.0,2NTnG
chr4_136280000to136290000andchr4_136310000to136320000,0.0,3.0,2NTnG
chr13_49210000to49220000andchr13_49240000to49250000,0.0,2.5,2NTnG
chr13_112380000to112390000andchr13_112440000to112450000,0.0,2.5,2NTnG
chr18_68150000to68160000andchr18_68180000to68190000,0.0,2.5,2NTnG
chr18_82530000to82540000andchr18_82560000to82570000,0.0,2.5,2NTnG
chr10_21170000to21180000andchr10_21230000to21240000,0.0,2.5,2NTnG
chr8_41400000to41410000andchr8_41410000to41420000,0.0,2.5,2NTnG
chr19_4790000to4800000andchr19_4830000to4840000,0.0,2.5,2NTnG
chr11_54830000to54840000andchr11_54860000to54870000,0.0,2.5,2NTnG
chr8_81690000to81700000andchr8_81810000to81820000,0.0,2.5,2NTnG
chr18_37880000to37890000andchr18_37930000to37940000,0.0,2.5,2NTnG
chr10_17720000to17730000andchr10_17770000to17780000,0.0,2.5,2NTnG
chr8_83740000to83750000andchr8_83950000to83960000,0.0,2.5,2NTnG
chr11_53840000to53850000andchr11_53890000to53900000,0.0,2.5,2NTnG
chr11_103160000to103170000andchr11_103260000to103270000,0.0,2.5,2NTnG
chr8_81760000to81770000andchr8_81780000to81790000,0.0,2.5,2NTnG
chr19_29410000to29420000andchr19_29450000to29460000,0.0,2.5,2NTnG
chr7_98650000to98660000andchr7_98700000to98710000,0.0,2.5,2NTnG
chr11_70610000to70620000andchr11_70660000to70670000,0.0,2.5,2NTnG
chr19_8850000to8860000andchr19_8890000to8900000,0.0,2.5,2NTnG
chr8_4160000to4170000andchr8_4230000to4240000,0.0,2.5,2NTnG
chr19_8810000to8820000andchr19_9110000to9120000,0.0,2.5,2NTnG
chr11_96770000to96780000andchr11_96830000to96840000,0.0,2.5,2NTnG
chr19_9930000to9940000andchr19_9990000to10000000,0.0,2.5,2NTnG
chr10_53590000to53600000andchr10_53620000to53630000,0.0,2.5,2NTnG
chr14_61680000to61690000andchr14_61730000to61740000,0.0,2.5,2NTnG
chr9_108290000to108300000andchr9_108300000to108310000,0.0,2.5,2NTnG
chr11_3330000to3340000andchr11_3400000to3410000,0.0,2.5,2NTnG
chr15_76660000to76670000andchr15_76690000to76700000,0.0,2.5,2NTnG
chr11_11520000to11530000andchr11_11730000to11740000,0.0,2.5,2NTnG
chr15_94580000to94590000andchr15_94590000to94600000,0.0,2.5,2NTnG
chr9_114750000to114760000andchr9_114930000to114940000,0.0,2.5,2NTnG
chr12_102440000to102450000andchr12_102460000to102470000,0.0,2.5,2NTnG
chr14_70760000to70770000andchr14_70790000to70800000,0.0,2.5,2NTnG
chr14_99040000to99050000andchr14_99090000to99100000,0.0,2.5,2NTnG
chr10_121470000to121480000andchr10_121500000to121510000,0.0,2.5,2NTnG
chr10_68130000to68140000andchr10_68280000to68290000,0.0,2.5,2NTnG
chr12_35990000to36000000andchr12_36040000to36050000,0.0,2.5,2NTnG
chr9_20870000to20880000andchr9_21000000to21010000,0.0,2.5,2NTnG
chr16_46000000to46010000andchr16_46020000to46030000,0.0,2.5,2NTnG
chr11_40690000to40700000andchr11_40730000to40740000,0.0,2.5,2NTnG
chr13_59770000to59780000andchr13_59820000to59830000,0.0,2.5,2NTnG
chr6_93950000to93960000andchr6_93960000to93970000,0.0,2.5,2NTnG
chr7_4740000to4750000andchr7_4810000to4820000,0.0,2.5,2NTnG
chr4_129540000to129550000andchr4_129570000to129580000,0.0,2.5,2NTnG
chr1_182480000to182490000andchr1_182530000to182540000,0.0,2.5,2NTnG
chr5_96910000to96920000andchr5_96980000to96990000,0.0,2.5,2NTnG
chr6_49310000to49320000andchr6_49360000to49370000,0.0,2.5,2NTnG
chr4_43000000to43010000andchr4_43040000to43050000,0.0,2.5,2NTnG
chr1_182480000to182490000andchr1_182520000to182530000,0.0,2.5,2NTnG
chr1_153690000to153700000andchr1_153720000to153730000,0.0,2.5,2NTnG
chr1_138190000to138200000andchr1_138290000to138300000,0.0,2.5,2NTnG
chr5_23380000to23390000andchr5_23410000to23420000,0.0,2.5,2NTnG
chr5_8620000to8630000andchr5_8660000to8670000,0.0,2.5,2NTnG
chr5_64490000to64500000andchr5_64800000to64810000,0.0,2.5,2NTnG
chr2_126590000to126600000andchr2_126670000to126680000,0.0,2.5,2NTnG
chr4_141730000to141740000andchr4_141790000to141800000,0.0,2.5,2NTnG
chr2_25180000to25190000andchr2_25260000to25270000,0.0,2.5,2NTnG
chr7_29180000to29190000andchr7_29230000to29240000,0.0,2.5,2NTnG
chr5_122960000to122970000andchr5_123050000to123060000,0.0,2.5,2NTnG
chr1_36270000to36280000andchr1_36300000to36310000,0.0,2.5,2NTnG
chr2_30620000to30630000andchr2_30650000to30660000,0.0,2.5,2NTnG
chr7_73520000to73530000andchr7_73600000to73610000,0.0,2.5,2NTnG
chr1_40380000to40390000andchr1_40460000to40470000,0.0,2.5,2NTnG
chr6_31170000to31180000andchr6_31220000to31230000,0.0,2.5,2NTnG
chr3_115660000to115670000andchr3_115970000to115980000,0.0,2.5,2NTnG
chr17_47520000to47530000andchr17_47610000to47620000,0.0,2.0,2NTnG
chr2_120010000to120020000andchr2_120150000to120160000,0.0,2.0,2NTnG
chr5_122960000to122970000andchr5_123120000to123130000,0.0,2.0,2NTnG
chr5_33330000to33340000andchr5_33370000to33380000,0.0,2.0,2NTnG
chr2_122370000to122380000andchr2_122650000to122660000,0.0,2.0,2NTnG
chr15_82010000to82020000andchr15_82030000to82040000,0.0,2.0,2NTnG
chr2_164760000to164770000andchr2_164800000to164810000,0.0,2.0,2NTnG
chr5_129780000to129790000andchr5_129940000to129950000,0.0,2.0,2NTnG
chr10_21230000to21240000andchr10_21250000to21260000,0.0,2.0,2NTnG
chr2_155670000to155680000andchr2_155810000to155820000,0.0,2.0,2NTnG
chr11_46380000to46390000andchr11_46430000to46440000,0.0,2.0,2NTnG
chr5_31170000to31180000andchr5_31690000to31700000,0.0,2.0,2NTnG
chr2_30080000to30090000andchr2_30130000to30140000,0.0,2.0,2NTnG
chr10_96620000to96630000andchr10_96690000to96700000,0.0,2.0,2NTnG
chr10_98740000to98750000andchr10_98910000to98920000,0.0,2.0,2NTnG
chr11_5180000to5190000andchr11_5260000to5270000,0.0,2.0,2NTnG
chr5_107490000to107500000andchr5_107700000to107710000,0.0,2.0,2NTnG
chr11_32010000to32020000andchr11_32100000to32110000,0.0,2.0,2NTnG
chr11_4200000to4210000andchr11_4250000to4260000,0.0,2.0,2NTnG
chr2_61570000to61580000andchr2_61590000to61600000,0.0,2.0,2NTnG
chr2_61560000to61570000andchr2_61590000to61600000,0.0,2.0,2NTnG
chr17_24410000to24420000andchr17_24450000to24460000,0.0,2.0,2NTnG
chr17_34100000to34110000andchr17_34210000to34220000,0.0,2.0,2NTnG
chr5_120580000to120590000andchr5_120610000to120620000,0.0,2.0,2NTnG
chr10_79740000to79750000andchr10_79780000to79790000,0.0,2.0,2NTnG
chr11_46310000to46320000andchr11_46430000to46440000,0.0,2.0,2NTnG
chr17_29710000to29720000andchr17_29760000to29770000,0.0,2.0,2NTnG
chr11_46310000to46320000andchr11_46390000to46400000,0.0,2.0,2NTnG
chr17_29610000to29620000andchr17_29660000to29670000,0.0,2.0,2NTnG
chr17_28210000to28220000andchr17_28320000to28330000,0.0,2.0,2NTnG
chr14_54570000to54580000andchr14_54600000to54610000,0.0,2.0,2NTnG
chr14_54890000to54900000andchr14_55090000to55100000,0.0,2.0,2NTnG
chr13_23570000to23580000andchr13_23740000to23750000,0.0,2.0,2NTnG
chr4_11480000to11490000andchr4_11550000to11560000,0.0,2.0,2NTnG
chr3_96140000to96150000andchr3_96170000to96180000,0.0,2.0,2NTnG
chr14_72750000to72760000andchr14_72820000to72830000,0.0,2.0,2NTnG
chr13_22040000to22050000andchr13_23420000to23430000,0.0,2.0,2NTnG
chr13_5780000to5790000andchr13_5860000to5870000,0.0,2.0,2NTnG
chr4_32420000to32430000andchr4_32450000to32460000,0.0,2.0,2NTnG
chr12_105010000to105020000andchr12_105030000to105040000,0.0,2.0,2NTnG
chr3_89080000to89090000andchr3_89200000to89210000,0.0,2.0,2NTnG
chr13_45830000to45840000andchr13_45880000to45890000,0.0,2.0,2NTnG
chr13_45880000to45890000andchr13_45960000to45970000,0.0,2.0,2NTnG
chr3_115750000to115760000andchr3_115790000to115800000,0.0,2.0,2NTnG
chr13_111450000to111460000andchr13_111480000to111490000,0.0,2.0,2NTnG
chr3_115790000to115800000andchr3_115970000to115980000,0.0,2.0,2NTnG
chr3_106480000to106490000andchr3_106780000to106790000,0.0,2.0,2NTnG
chr3_104220000to104230000andchr3_104510000to104520000,0.0,2.0,2NTnG
chr14_27230000to27240000andchr14_27340000to27350000,0.0,2.0,2NTnG
chr13_63220000to63230000andchr13_63240000to63250000,0.0,2.0,2NTnG
chr14_40920000to40930000andchr14_40960000to40970000,0.0,2.0,2NTnG
chr13_51790000to51800000andchr13_51810000to51820000,0.0,2.0,2NTnG
chr14_45030000to45040000andchr14_45040000to45050000,0.0,2.0,2NTnG
chr14_51900000to51910000andchr14_51910000to51920000,0.0,2.0,2NTnG
chr14_51900000to51910000andchr14_52020000to52030000,0.0,2.0,2NTnG
chr14_52270000to52280000andchr14_52330000to52340000,0.0,2.0,2NTnG
chr14_54230000to54240000andchr14_54250000to54260000,0.0,2.0,2NTnG
chr14_54250000to54260000andchr14_54570000to54580000,0.0,2.0,2NTnG
chr4_101290000to101300000andchr4_101350000to101360000,0.0,2.0,2NTnG
chr4_106520000to106530000andchr4_106530000to106540000,0.0,2.0,2NTnG
chr11_72600000to72610000andchr11_72690000to72700000,0.0,2.0,2NTnG
chr4_134000000to134010000andchr4_134180000to134190000,0.0,2.0,2NTnG
chr11_100520000to100530000andchr11_100620000to100630000,0.0,2.0,2NTnG
chr11_99150000to99160000andchr11_99180000to99190000,0.0,2.0,2NTnG
chr4_149710000to149720000andchr4_149730000to149740000,0.0,2.0,2NTnG
chr3_9240000to9250000andchr3_9250000to9260000,0.0,2.0,2NTnG
chr4_154140000to154150000andchr4_154160000to154170000,0.0,2.0,2NTnG
chr2_180670000to180680000andchr2_180740000to180750000,0.0,2.0,2NTnG
chr15_76690000to76700000andchr15_76890000to76900000,0.0,2.0,2NTnG
chr5_30860000to30870000andchr5_30900000to30910000,0.0,2.0,2NTnG
chr11_74770000to74780000andchr11_74830000to74840000,0.0,2.0,2NTnG
chr4_135920000to135930000andchr4_135960000to135970000,0.0,2.0,2NTnG
chr4_117130000to117140000andchr4_117180000to117190000,0.0,2.0,2NTnG
chr15_27630000to27640000andchr15_27680000to27690000,0.0,2.0,2NTnG
chr12_21450000to21460000andchr12_21470000to21480000,0.0,2.0,2NTnG
chr3_52550000to52560000andchr3_52630000to52640000,0.0,2.0,2NTnG
chr12_15990000to16000000andchr12_16130000to16140000,0.0,2.0,2NTnG
chr12_15970000to15980000andchr12_15990000to16000000,0.0,2.0,2NTnG
chr3_52390000to52400000andchr3_52840000to52850000,0.0,2.0,2NTnG
chr12_3420000to3430000andchr12_3560000to3570000,0.0,2.0,2NTnG
chr4_126050000to126060000andchr4_126090000to126100000,0.0,2.0,2NTnG
chr11_106080000to106090000andchr11_106210000to106220000,0.0,2.0,2NTnG
chr4_132040000to132050000andchr4_132070000to132080000,0.0,2.0,2NTnG
chr15_59510000to59520000andchr15_59590000to59600000,0.0,2.0,2NTnG
chr4_133270000to133280000andchr4_133330000to133340000,0.0,2.0,2NTnG
chr6_129210000to129220000andchr6_129280000to129290000,0.0,2.0,2NTnG
chr8_125390000to125400000andchr8_125570000to125580000,0.0,2.0,2NTnG
chr6_129260000to129270000andchr6_129300000to129310000,0.0,2.0,2NTnG
chr8_105820000to105830000andchr8_105850000to105860000,0.0,2.0,2NTnG
chr19_8850000to8860000andchr19_9110000to9120000,0.0,2.0,2NTnG
chr1_119830000to119840000andchr1_119910000to119920000,0.0,2.0,2NTnG
chr8_81780000to81790000andchr8_81810000to81820000,0.0,2.0,2NTnG
chr7_16400000to16410000andchr7_16450000to16460000,0.0,2.0,2NTnG
chr8_72420000to72430000andchr8_72490000to72500000,0.0,2.0,2NTnG
chr19_8710000to8720000andchr19_8820000to8830000,0.0,2.0,2NTnG
chr8_126660000to126670000andchr8_126920000to126930000,0.0,2.0,2NTnG
chr19_4110000to4120000andchr19_4220000to4230000,0.0,2.0,2NTnG
chr9_32920000to32930000andchr9_32940000to32950000,0.0,2.0,2NTnG
chr9_32900000to32910000andchr9_32940000to32950000,0.0,2.0,2NTnG
chr9_32900000to32910000andchr9_32920000to32930000,0.0,2.0,2NTnG
chr19_4160000to4170000andchr19_4190000to4200000,0.0,2.0,2NTnG
chr9_21430000to21440000andchr9_21610000to21620000,0.0,2.0,2NTnG
chr19_5380000to5390000andchr19_5400000to5410000,0.0,2.0,2NTnG
chr9_21000000to21010000andchr9_21090000to21100000,0.0,2.0,2NTnG
chr19_5480000to5490000andchr19_5510000to5520000,0.0,2.0,2NTnG
chr1_138140000to138150000andchr1_138190000to138200000,0.0,2.0,2NTnG
chr8_128390000to128400000andchr8_128540000to128550000,0.0,2.0,2NTnG
chr19_12510000to12520000andchr19_12570000to12580000,0.0,2.0,2NTnG
chr18_89160000to89170000andchr18_89200000to89210000,0.0,2.0,2NTnG
chr19_44540000to44550000andchr19_44560000to44570000,0.0,2.0,2NTnG
chr7_125490000to125500000andchr7_125560000to125570000,0.0,2.0,2NTnG
chr19_46150000to46160000andchr19_46390000to46400000,0.0,2.0,2NTnG
chr19_46390000to46400000andchr19_46500000to46510000,0.0,2.0,2NTnG
chr7_118240000to118250000andchr7_118270000to118280000,0.0,2.0,2NTnG
chr7_102210000to102220000andchr7_102410000to102420000,0.0,2.0,2NTnG
chr7_98050000to98060000andchr7_98060000to98070000,0.0,2.0,2NTnG
chr1_40380000to40390000andchr1_40470000to40480000,0.0,2.0,2NTnG
chr7_75610000to75620000andchr7_75700000to75710000,0.0,2.0,2NTnG
chr7_75610000to75620000andchr7_75650000to75660000,0.0,2.0,2NTnG
chr7_75530000to75540000andchr7_75610000to75620000,0.0,2.0,2NTnG
chr7_75390000to75400000andchr7_75610000to75620000,0.0,2.0,2NTnG
chr1_61130000to61140000andchr1_61180000to61190000,0.0,2.0,2NTnG
chr19_12570000to12580000andchr19_12590000to12600000,0.0,2.0,2NTnG
chr19_18670000to18680000andchr19_18710000to18720000,0.0,2.0,2NTnG
chr1_60880000to60890000andchr1_60940000to60950000,0.0,2.0,2NTnG
chr19_29060000to29070000andchr19_29100000to29110000,0.0,2.0,2NTnG
chr8_25270000to25280000andchr8_25620000to25630000,0.0,2.0,2NTnG
chr19_41820000to41830000andchr19_41830000to41840000,0.0,2.0,2NTnG
chr7_28380000to28390000andchr7_28430000to28440000,0.0,2.0,2NTnG
chr7_143600000to143610000andchr7_143630000to143640000,0.0,2.0,2NTnG
chr1_171670000to171680000andchr1_171770000to171780000,0.0,2.0,2NTnG
chr13_112420000to112430000andchr13_112500000to112510000,0.0,2.0,2NTnG
chr9_44020000to44030000andchr9_44060000to44070000,0.0,2.0,2NTnG
chr5_147050000to147060000andchr5_147070000to147080000,0.0,2.0,2NTnG
chr9_72950000to72960000andchr9_73040000to73050000,0.0,2.0,2NTnG
chr9_72980000to72990000andchr9_73040000to73050000,0.0,2.0,2NTnG
chr9_119980000to119990000andchr9_120070000to120080000,0.0,2.0,2NTnG
chr18_3270000to3280000andchr18_3280000to3290000,0.0,2.0,2NTnG
chr18_31630000to31640000andchr18_31780000to31790000,0.0,2.0,2NTnG
chr9_70650000to70660000andchr9_70670000to70680000,0.0,2.0,2NTnG
chr5_149160000to149170000andchr5_149180000to149190000,0.0,2.0,2NTnG
chr9_108500000to108510000andchr9_108550000to108560000,0.0,2.0,2NTnG
chr18_35730000to35740000andchr18_35790000to35800000,0.0,2.0,2NTnG
chr9_108260000to108270000andchr9_108290000to108300000,0.0,2.0,2NTnG
chr9_100540000to100550000andchr9_100640000to100650000,0.0,2.0,2NTnG
chr18_36670000to36680000andchr18_36740000to36750000,0.0,2.0,2NTnG
chr6_31170000to31180000andchr6_31410000to31420000,0.0,2.0,2NTnG
chr2_13410000to13420000andchr2_13560000to13570000,0.0,2.0,2NTnG
chr17_84230000to84240000andchr17_84330000to84340000,0.0,2.0,2NTnG
chr5_137500000to137510000andchr5_137600000to137610000,0.0,2.0,2NTnG
chr9_44860000to44870000andchr9_44880000to44890000,0.0,2.0,2NTnG
chr17_84110000to84120000andchr17_84220000to84230000,0.0,2.0,2NTnG
chr1_183360000to183370000andchr1_183380000to183390000,0.0,2.0,2NTnG
chr10_12820000to12830000andchr10_12980000to12990000,0.0,2.0,2NTnG
chr3_94410000to94420000andchr3_94450000to94460000,0.0,1.5,2NTnG
chr14_121870000to121880000andchr14_122000000to122010000,0.0,1.5,2NTnG
chr2_26930000to26940000andchr2_27010000to27020000,0.0,1.5,2NTnG
chr17_29390000to29400000andchr17_29470000to29480000,0.0,1.5,2NTnG
chr3_106780000to106790000andchr3_107030000to107040000,0.0,1.5,2NTnG
chr14_20060000to20070000andchr14_20080000to20090000,0.0,1.5,2NTnG
chr3_95850000to95860000andchr3_95890000to95900000,0.0,1.5,2NTnG
chr14_122060000to122070000andchr14_122100000to122110000,0.0,1.5,2NTnG
chr15_11390000to11400000andchr15_11990000to12000000,0.0,1.5,2NTnG
chr13_114810000to114820000andchr13_114890000to114900000,0.0,1.5,2NTnG
chr2_34960000to34970000andchr2_35130000to35140000,0.0,1.5,2NTnG
chr15_9520000to9530000andchr15_9580000to9590000,0.0,1.5,2NTnG
chr3_84680000to84690000andchr3_84710000to84720000,0.0,1.5,2NTnG
chr19_11910000to11920000andchr19_11960000to11970000,0.0,1.5,2NTnG
chr3_89080000to89090000andchr3_89090000to89100000,0.0,1.5,2NTnG
chr17_24850000to24860000andchr17_24880000to24890000,0.0,1.5,2NTnG
chr19_12790000to12800000andchr19_12830000to12840000,0.0,1.5,2NTnG
chr2_32080000to32090000andchr2_32280000to32290000,0.0,1.5,2NTnG
chr2_29060000to29070000andchr2_29120000to29130000,0.0,1.5,2NTnG
chr19_32270000to32280000andchr19_32410000to32420000,0.0,1.5,2NTnG
chr3_115660000to115670000andchr3_115750000to115760000,0.0,1.5,2NTnG
chr17_84220000to84230000andchr17_84300000to84310000,0.0,1.5,2NTnG
chr2_24970000to24980000andchr2_25530000to25540000,0.0,1.5,2NTnG
chr19_46760000to46770000andchr19_47060000to47070000,0.0,1.5,2NTnG
chr14_27230000to27240000andchr14_27410000to27420000,0.0,1.5,2NTnG
chr17_46780000to46790000andchr17_46830000to46840000,0.0,1.5,2NTnG
chr19_53140000to53150000andchr19_53180000to53190000,0.0,1.5,2NTnG
chr3_103800000to103810000andchr3_103850000to103860000,0.0,1.5,2NTnG
chr3_103850000to103860000andchr3_103910000to103920000,0.0,1.5,2NTnG
chr2_28460000to28470000andchr2_28510000to28520000,0.0,1.5,2NTnG
chr14_40920000to40930000andchr14_40950000to40960000,0.0,1.5,2NTnG
chr14_34670000to34680000andchr14_34760000to34770000,0.0,1.5,2NTnG
chr17_86420000to86430000andchr17_86440000to86450000,0.0,1.5,2NTnG
chr3_96550000to96560000andchr3_96590000to96600000,0.0,1.5,2NTnG
chr14_21840000to21850000andchr14_21850000to21860000,0.0,1.5,2NTnG
chr2_29050000to29060000andchr2_29090000to29100000,0.0,1.5,2NTnG
chr14_56810000to56820000andchr14_56880000to56890000,0.0,1.5,2NTnG
