ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr8,36660000,36670000,chr8,36740000,36750000,3.5
chr4,32140000,32150000,chr4,32430000,32440000,3.5
chr10,117380000,117390000,chr10,117510000,117520000,3.5
chr19,57200000,57210000,chr19,57430000,57440000,3.5
chr5,134660000,134670000,chr5,134850000,134860000,3.5
chr6,29730000,29740000,chr6,29780000,29790000,3.5
chr3,68800000,68810000,chr3,68930000,68940000,3.5
chr3,68770000,68780000,chr3,68930000,68940000,3.5
chr13,112650000,112660000,chr13,113070000,113080000,3.5
chr4,154570000,154580000,chr4,154930000,154940000,3.5
chr1,36360000,36370000,chr1,36820000,36830000,3.5
chr10,12580000,12590000,chr10,12720000,12730000,3.5
chr6,98940000,98950000,chr6,99470000,99480000,3.5
chr1,60990000,61000000,chr1,61090000,61100000,3.5
chr3,52050000,52060000,chr3,52640000,52650000,3.5
chr11,4320000,4330000,chr11,4720000,4730000,3.5
chr11,46120000,46130000,chr11,46230000,46240000,3.5
chr6,142900000,142910000,chr6,143060000,143070000,3.5
chr10,79480000,79490000,chr10,80970000,80980000,3.5
chr6,98940000,98950000,chr6,99200000,99210000,3.5
chr8,86590000,86600000,chr8,86720000,86730000,3.5
chr14,55010000,55020000,chr14,55130000,55140000,3.5
chr11,98980000,98990000,chr11,99030000,99040000,3.5
chr11,98980000,98990000,chr11,99060000,99070000,3.5
chr8,97760000,97770000,chr8,97950000,97960000,3.5
chr1,60960000,60970000,chr1,61100000,61110000,3.5
chr15,80400000,80410000,chr15,80540000,80550000,3.5
chr17,29400000,29410000,chr17,29680000,29690000,3.5
chr1,60950000,60960000,chr1,61100000,61110000,3.5
chr6,99210000,99220000,chr6,99260000,99270000,3.5
chr7,71140000,71150000,chr7,71200000,71210000,3.5
chr16,45150000,45160000,chr16,45250000,45260000,3.5
chr8,26120000,26130000,chr8,26380000,26390000,3.5
chr6,99340000,99350000,chr6,99470000,99480000,3.5
chr5,64880000,64890000,chr5,65040000,65050000,3.5
chr1,155340000,155350000,chr1,155590000,155600000,3.5
chr7,26460000,26470000,chr7,26540000,26550000,3.5
chr10,18680000,18690000,chr10,18890000,18900000,3.5
chr12,108360000,108370000,chr12,108950000,108960000,3.5
chr10,117220000,117230000,chr10,117350000,117360000,3.5
chr11,95120000,95130000,chr11,95240000,95250000,3.5
chr3,95320000,95330000,chr3,95420000,95430000,3.5
chr13,101600000,101610000,chr13,101630000,101640000,3.5
chr3,93300000,93310000,chr3,93350000,93360000,3.5
chr3,95320000,95330000,chr3,95520000,95530000,3.5
chr5,124480000,124490000,chr5,124920000,124930000,3.5
chr4,32220000,32230000,chr4,32260000,32270000,3.5
chr7,16840000,16850000,chr7,16870000,16880000,3.5
chr15,12060000,12070000,chr15,12130000,12140000,3.5
chr10,18630000,18640000,chr10,18890000,18900000,3.5
chr17,24660000,24670000,chr17,24860000,24870000,3.5
chr5,123570000,123580000,chr5,123670000,123680000,3.5
chr1,108100000,108110000,chr1,108210000,108220000,3.0
chr11,54330000,54340000,chr11,54830000,54840000,3.0
chr1,130440000,130450000,chr1,130490000,130500000,3.0
chr9,44790000,44800000,chr9,45100000,45110000,3.0
chr1,108100000,108110000,chr1,108690000,108700000,3.0
chr10,41610000,41620000,chr10,41990000,42000000,3.0
chr1,108040000,108050000,chr1,108710000,108720000,3.0
chr9,56780000,56790000,chr9,56990000,57000000,3.0
chr9,48210000,48220000,chr9,48370000,48380000,3.0
chr10,67500000,67510000,chr10,67600000,67610000,3.0
chr11,54300000,54310000,chr11,54340000,54350000,3.0
chr19,53380000,53390000,chr19,53510000,53520000,3.0
chr1,60810000,60820000,chr1,60950000,60960000,3.0
chr11,51810000,51820000,chr11,52080000,52090000,3.0
chr11,106960000,106970000,chr11,107310000,107320000,3.0
chr11,54340000,54350000,chr11,54770000,54780000,3.0
chr10,80470000,80480000,chr10,80530000,80540000,3.0
chr10,117940000,117950000,chr10,118310000,118320000,3.0
chr11,4080000,4090000,chr11,4430000,4440000,3.0
chr11,20640000,20650000,chr11,21080000,21090000,3.0
chr2,11120000,11130000,chr2,11540000,11550000,3.0
chr19,12540000,12550000,chr19,12870000,12880000,3.0
chr2,11140000,11150000,chr2,11540000,11550000,3.0
chr11,106350000,106360000,chr11,106960000,106970000,3.0
chr17,84540000,84550000,chr17,84630000,84640000,3.0
chr1,175420000,175430000,chr1,175580000,175590000,3.0
chr11,106240000,106250000,chr11,106350000,106360000,3.0
chr10,116000000,116010000,chr10,116020000,116030000,3.0
chr1,163000000,163010000,chr1,163180000,163190000,3.0
chr18,75480000,75490000,chr18,75580000,75590000,3.0
chr1,174050000,174060000,chr1,174230000,174240000,3.0
chr9,107190000,107200000,chr9,107480000,107490000,3.0
chr18,75480000,75490000,chr18,75540000,75550000,3.0
chr10,18630000,18640000,chr10,18820000,18830000,3.0
chr9,109770000,109780000,chr9,109830000,109840000,3.0
chr18,75160000,75170000,chr18,75750000,75760000,3.0
chr10,17270000,17280000,chr10,17440000,17450000,3.0
chr10,126500000,126510000,chr10,126600000,126610000,3.0
chr10,12720000,12730000,chr10,12760000,12770000,3.0
chr1,166060000,166070000,chr1,167630000,167640000,3.0
chr1,167390000,167400000,chr1,167630000,167640000,3.0
chr19,29420000,29430000,chr19,29490000,29500000,3.0
chr11,98980000,98990000,chr11,99100000,99110000,3.0
chr9,116120000,116130000,chr9,116270000,116280000,3.0
chr18,34940000,34950000,chr18,35090000,35100000,3.0
chr10,18680000,18690000,chr10,18880000,18890000,3.0
chr19,34360000,34370000,chr19,34620000,34630000,3.0
chr19,60010000,60020000,chr19,60300000,60310000,3.0
chr11,106440000,106450000,chr11,106530000,106540000,3.0
chr9,60840000,60850000,chr9,61780000,61790000,3.0
chr19,53380000,53390000,chr19,53490000,53500000,3.0
chr11,48900000,48910000,chr11,49050000,49060000,3.0
chr10,98200000,98210000,chr10,98330000,98340000,3.0
chr11,69440000,69450000,chr11,69560000,69570000,3.0
chr11,69490000,69500000,chr11,69730000,69740000,3.0
chr9,61510000,61520000,chr9,61830000,61840000,3.0
chr10,20900000,20910000,chr10,20920000,20930000,3.0
chr1,39890000,39900000,chr1,39990000,40000000,3.0
chr10,19220000,19230000,chr10,19330000,19340000,3.0
chr9,61760000,61770000,chr9,61830000,61840000,3.0
chr10,18900000,18910000,chr10,19330000,19340000,3.0
chr1,133420000,133430000,chr1,133900000,133910000,3.0
chr1,167650000,167660000,chr1,167710000,167720000,3.0
chr1,140040000,140050000,chr1,140410000,140420000,3.0
chr10,18830000,18840000,chr10,19220000,19230000,3.0
chr1,145850000,145860000,chr1,146090000,146100000,3.0
chr11,106440000,106450000,chr11,106610000,106620000,3.0
chr10,95860000,95870000,chr10,96060000,96070000,3.0
chr1,153530000,153540000,chr6,149310000,149320000,3.0
chr11,11570000,11580000,chr11,11590000,11600000,3.0
chr5,65880000,65890000,chr5,66340000,66350000,3.0
chrX,133270000,133280000,chrX,133510000,133520000,3.0
chr17,29400000,29410000,chr17,29560000,29570000,3.0
chr3,68550000,68560000,chr3,68560000,68570000,3.0
chr17,29390000,29400000,chr17,29680000,29690000,3.0
chr16,36470000,36480000,chr16,36680000,36690000,3.0
chr3,37530000,37540000,chr3,37880000,37890000,3.0
chr4,32340000,32350000,chr4,32470000,32480000,3.0
chr17,29230000,29240000,chr17,29620000,29630000,3.0
chr3,52420000,52430000,chr3,52470000,52480000,3.0
chr14,21700000,21710000,chr14,21930000,21940000,3.0
chr6,124980000,124990000,chr6,125170000,125180000,3.0
chr16,43690000,43700000,chr16,43880000,43890000,3.0
chr12,86780000,86790000,chr12,87020000,87030000,3.0
chr8,74660000,74670000,chr8,74880000,74890000,3.0
chr8,74660000,74670000,chr8,74860000,74870000,3.0
chr6,128830000,128840000,chr6,129230000,129240000,3.0
chr16,45250000,45260000,chr16,46010000,46020000,3.0
chr12,86680000,86690000,chr12,86710000,86720000,3.0
chr16,50370000,50380000,chr16,50430000,50440000,3.0
chr7,13540000,13550000,chr7,13640000,13650000,3.0
chr8,47630000,47640000,chr8,48610000,48620000,3.0
chr7,107640000,107650000,chr7,108010000,108020000,3.0
chr3,30500000,30510000,chr3,30950000,30960000,3.0
chr4,32650000,32660000,chr4,32700000,32710000,3.0
chr4,32700000,32710000,chr4,33390000,33400000,3.0
chr2,127880000,127890000,chr2,128220000,128230000,3.0
chr12,55660000,55670000,chr18,3330000,3340000,3.0
chr6,99000000,99010000,chr6,99320000,99330000,3.0
chr2,132330000,132340000,chr2,132490000,132500000,3.0
chr6,99000000,99010000,chr6,99340000,99350000,3.0
chr4,97430000,97440000,chr4,98050000,98060000,3.0
chr2,156680000,156690000,chr2,157020000,157030000,3.0
chr6,99210000,99220000,chr6,99470000,99480000,3.0
chr8,121940000,121950000,chr8,122330000,122340000,3.0
chr2,162920000,162930000,chr2,163110000,163120000,3.0
chr4,59180000,59190000,chr4,59330000,59340000,3.0
chr4,59180000,59190000,chr4,59260000,59270000,3.0
chr8,118140000,118150000,chr8,118230000,118240000,3.0
chr2,166920000,166930000,chr2,167190000,167200000,3.0
chr4,43910000,43920000,chr4,44180000,44190000,3.0
chr16,23220000,23230000,chr16,23370000,23380000,3.0
chr6,108450000,108460000,chr6,108550000,108560000,3.0
chr8,36660000,36670000,chr8,37310000,37320000,3.0
chr7,26540000,26550000,chr7,26640000,26650000,3.0
chr14,119330000,119340000,chr14,119400000,119410000,3.0
chr3,105690000,105700000,chr3,106580000,106590000,3.0
chr3,123150000,123160000,chr3,123210000,123220000,3.0
chr3,106580000,106590000,chr3,107430000,107440000,3.0
chr7,113670000,113680000,chr7,113780000,113790000,3.0
chr3,95560000,95570000,chr3,95620000,95630000,3.0
chr3,95560000,95570000,chr3,95640000,95650000,3.0
chr3,106580000,106590000,chr3,106760000,106770000,3.0
chr7,111390000,111400000,chr7,111460000,111470000,3.0
chr3,106250000,106260000,chr3,106760000,106770000,3.0
chr7,109480000,109490000,chr7,109530000,109540000,3.0
chr8,35220000,35230000,chr16,36470000,36480000,3.0
chr3,103590000,103600000,chr3,103670000,103680000,3.0
chr16,75900000,75910000,chr16,76330000,76340000,3.0
chr7,82920000,82930000,chr7,82960000,82970000,3.0
chr7,109390000,109400000,chr7,109530000,109540000,3.0
chr13,24500000,24510000,chr13,24730000,24740000,3.0
chr7,108520000,108530000,chr7,108690000,108700000,3.0
chr3,102970000,102980000,chr3,103180000,103190000,3.0
chr13,23680000,23690000,chr13,23780000,23790000,3.0
chr13,41580000,41590000,chr13,41690000,41700000,3.0
chr3,130410000,130420000,chr3,130710000,130720000,3.0
chr7,121230000,121240000,chr7,121410000,121420000,3.0
chr7,121410000,121420000,chr7,121440000,121450000,3.0
chr12,86790000,86800000,chr12,87000000,87010000,3.0
chr12,86790000,86800000,chr12,87020000,87030000,3.0
chr7,28250000,28260000,chr7,28290000,28300000,3.0
chr7,28290000,28300000,chr7,28370000,28380000,3.0
chr3,89670000,89680000,chr3,89850000,89860000,3.0
chr7,29650000,29660000,chr7,29760000,29770000,3.0
chr17,6930000,6940000,chr17,6980000,6990000,3.0
chr13,43870000,43880000,chr13,44820000,44830000,3.0
chr7,52890000,52900000,chr7,52960000,52970000,3.0
chr3,130410000,130420000,chr3,130970000,130980000,3.0
chr3,95320000,95330000,chr3,95470000,95480000,3.0
chr3,130410000,130420000,chr3,130820000,130830000,3.0
chr7,54260000,54270000,chr7,80760000,80770000,3.0
chr3,130410000,130420000,chr3,130720000,130730000,3.0
chr16,94740000,94750000,chr16,94940000,94950000,3.0
chr3,95390000,95400000,chr3,95520000,95530000,3.0
chr13,5800000,5810000,chr13,5880000,5890000,3.0
chr11,4130000,4140000,chr11,4390000,4400000,3.0
chr7,87970000,87980000,chr7,88090000,88100000,3.0
chr4,134050000,134060000,chr4,134470000,134480000,3.0
chr9,32510000,32520000,chr9,32860000,32870000,3.0
chr17,73250000,73260000,chr17,73450000,73460000,3.0
chr15,5050000,5060000,chr15,6520000,6530000,3.0
chr6,48500000,48510000,chr6,48650000,48660000,3.0
chr11,116230000,116240000,chr11,116350000,116360000,3.0
chr5,105540000,105550000,chr5,105720000,105730000,3.0
chr9,32530000,32540000,chr9,32840000,32850000,3.0
chr15,96370000,96380000,chr15,96540000,96550000,3.0
chr11,117730000,117740000,chr11,118150000,118160000,3.0
chr15,81370000,81380000,chr15,81490000,81500000,3.0
chr4,149220000,149230000,chr4,149380000,149390000,3.0
chr4,149930000,149940000,chr4,150170000,150180000,3.0
chr15,59480000,59490000,chr15,59960000,59970000,3.0
chr15,6540000,6550000,chr15,9450000,9460000,3.0
chr4,135570000,135580000,chr4,135760000,135770000,3.0
chr17,51540000,51550000,chr17,52300000,52310000,3.0
chr11,117730000,117740000,chr11,118010000,118020000,3.0
chr2,102700000,102710000,chr2,102830000,102840000,3.0
chr15,11930000,11940000,chr15,12040000,12050000,3.0
chr15,50520000,50530000,chr15,50720000,50730000,3.0
chr5,63140000,63150000,chr5,63300000,63310000,3.0
chr5,138590000,138600000,chr5,138630000,138640000,3.0
chr9,32400000,32410000,chr9,32860000,32870000,3.0
chr9,32450000,32460000,chr9,32530000,32540000,3.0
chr2,43600000,43610000,chr2,43750000,43760000,3.0
chr11,117640000,117650000,chr11,118090000,118100000,3.0
chr5,32260000,32270000,chr5,32430000,32440000,3.0
chr11,118010000,118020000,chr11,118090000,118100000,3.0
chr15,80620000,80630000,chr15,80760000,80770000,3.0
chr12,33410000,33420000,chr12,33450000,33460000,3.0
chr2,11170000,11180000,chr2,11550000,11560000,3.0
chr6,48680000,48690000,chr6,48750000,48760000,3.0
chr11,109280000,109290000,chr11,109350000,109360000,3.0
chr5,77670000,77680000,chr5,77730000,77740000,3.0
chr2,127850000,127860000,chr2,127880000,127890000,3.0
chr9,32300000,32310000,chr9,32390000,32400000,3.0
chr9,32300000,32310000,chr9,32400000,32410000,3.0
chr6,48650000,48660000,chr6,48750000,48760000,3.0
chr9,13630000,13640000,chr9,14300000,14310000,3.0
chr6,48640000,48650000,chr6,48830000,48840000,3.0
chr12,35590000,35600000,chr12,35670000,35680000,3.0
chr9,32300000,32310000,chr9,32530000,32540000,3.0
chr15,57650000,57660000,chr15,57710000,57720000,2.5
chr11,61460000,61470000,chr11,98760000,98770000,2.5
chr1,130290000,130300000,chr1,130660000,130670000,2.5
chr1,36820000,36830000,chr1,37350000,37360000,2.5
chr10,50310000,50320000,chr12,10390000,10400000,2.5
chr13,42140000,42150000,chr13,43360000,43370000,2.5
chr13,43360000,43370000,chr13,44820000,44830000,2.5
chr10,126550000,126560000,chr10,127070000,127080000,2.5
chr15,80400000,80410000,chr15,81020000,81030000,2.5
chr5,65190000,65200000,chr5,65880000,65890000,2.5
chr5,112700000,112710000,chr5,134800000,134810000,2.5
chr1,133260000,133270000,chr1,133420000,133430000,2.5
chr10,44540000,44550000,chr10,67500000,67510000,2.5
chr7,52820000,52830000,chr7,52960000,52970000,2.5
chr15,80570000,80580000,chr15,80760000,80770000,2.5
chr5,32760000,32770000,chr5,111480000,111490000,2.5
chr3,130430000,130440000,chr3,130890000,130900000,2.5
chr11,4080000,4090000,chr11,4390000,4400000,2.5
chr7,30730000,30740000,chr7,30950000,30960000,2.5
chr1,129670000,129680000,chr1,129990000,130000000,2.5
chr5,65880000,65890000,chr5,66320000,66330000,2.5
chr3,130720000,130730000,chr3,130890000,130900000,2.5
chr13,23650000,23660000,chr13,23780000,23790000,2.5
chr7,87910000,87920000,chr7,87970000,87980000,2.5
chr2,11140000,11150000,chr2,11560000,11570000,2.5
chr10,42600000,42610000,chr10,42710000,42720000,2.5
chr10,42610000,42620000,chr10,42710000,42720000,2.5
chr16,75760000,75770000,chr16,75980000,75990000,2.5
chr7,82630000,82640000,chr7,83380000,83390000,2.5
chr10,21270000,21280000,chr10,21620000,21630000,2.5
chr7,82510000,82520000,chr7,85990000,86000000,2.5
chr15,78740000,78750000,chr15,78890000,78900000,2.5
chr7,82510000,82520000,chr7,82920000,82930000,2.5
chr5,97300000,97310000,chr5,97540000,97550000,2.5
chr13,28600000,28610000,chr13,28640000,28650000,2.5
chr5,97400000,97410000,chr5,97540000,97550000,2.5
chr7,82710000,82720000,chr7,82920000,82930000,2.5
chr13,24530000,24540000,chr13,24730000,24740000,2.5
chr15,59740000,59750000,chr15,59940000,59950000,2.5
chr10,127520000,127530000,chr10,128180000,128190000,2.5
chr10,39970000,39980000,chr10,40140000,40150000,2.5
chr10,118240000,118250000,chr10,118310000,118320000,2.5
chr19,59470000,59480000,chr19,60300000,60310000,2.5
chrX,34330000,34340000,chrX,34520000,34530000,2.5
chr3,108350000,108360000,chr3,108830000,108840000,2.5
chr16,75900000,75910000,chr16,76350000,76360000,2.5
chr13,24530000,24540000,chr13,24720000,24730000,2.5
chr1,130490000,130500000,chr1,130660000,130670000,2.5
chr16,55940000,55950000,chr16,56710000,56720000,2.5
chrX,45490000,45500000,chrX,45600000,45610000,2.5
chr15,59480000,59490000,chr15,59540000,59550000,2.5
chr16,55860000,55870000,chr16,55970000,55980000,2.5
chr10,42580000,42590000,chr10,42710000,42720000,2.5
chr15,80400000,80410000,chr15,80630000,80640000,2.5
chr10,127440000,127450000,chr10,127610000,127620000,2.5
chr3,103010000,103020000,chr3,103180000,103190000,2.5
chr10,40020000,40030000,chr10,40140000,40150000,2.5
chr3,142020000,142030000,chr3,142080000,142090000,2.5
chr15,12090000,12100000,chr15,12130000,12140000,2.5
chr4,135510000,135520000,chr4,135570000,135580000,2.5
chr10,95830000,95840000,chr10,96770000,96780000,2.5
chr4,40620000,40630000,chr4,40820000,40830000,2.5
chr1,80330000,80340000,chr1,80720000,80730000,2.5
chr6,108500000,108510000,chr6,108550000,108560000,2.5
chr14,32740000,32750000,chr14,32890000,32900000,2.5
chr4,135610000,135620000,chr14,41740000,41750000,2.5
chr4,32470000,32480000,chr4,32650000,32660000,2.5
chr4,32430000,32440000,chr4,32650000,32660000,2.5
chr14,31390000,31400000,chr14,56500000,56510000,2.5
chr4,144570000,144580000,chr4,144630000,144640000,2.5
chr10,92620000,92630000,chr10,118730000,118740000,2.5
chr1,90550000,90560000,chr15,66690000,66700000,2.5
chr4,32420000,32430000,chr4,32650000,32660000,2.5
chr16,35870000,35880000,chr16,36870000,36880000,2.5
chr15,5410000,5420000,chr15,5500000,5510000,2.5
chr6,108480000,108490000,chr6,108780000,108790000,2.5
chr4,135430000,135440000,chr4,135510000,135520000,2.5
chr5,124190000,124200000,chr5,124480000,124490000,2.5
chr6,99260000,99270000,chr6,99350000,99360000,2.5
chr10,98100000,98110000,chr10,98240000,98250000,2.5
chr10,96070000,96080000,chr10,96770000,96780000,2.5
chr4,107740000,107750000,chr4,107990000,108000000,2.5
chr15,98710000,98720000,chr15,98840000,98850000,2.5
chr4,134470000,134480000,chr4,134800000,134810000,2.5
chr6,98940000,98950000,chr6,99380000,99390000,2.5
chr19,29320000,29330000,chr19,29440000,29450000,2.5
chr4,134750000,134760000,chr4,134800000,134810000,2.5
chr19,29320000,29330000,chr19,29420000,29430000,2.5
chr4,86250000,86260000,chr4,86390000,86400000,2.5
chr19,29260000,29270000,chr19,29490000,29500000,2.5
chr6,99120000,99130000,chr6,99260000,99270000,2.5
chr4,59340000,59350000,chrX,34650000,34660000,2.5
chr16,23140000,23150000,chr16,23370000,23380000,2.5
chr4,134800000,134810000,chr4,134960000,134970000,2.5
chr4,32370000,32380000,chr4,32700000,32710000,2.5
chr4,32340000,32350000,chr4,32700000,32710000,2.5
chr10,92530000,92540000,chr10,92680000,92690000,2.5
chr4,32330000,32340000,chr4,32650000,32660000,2.5
chr16,48750000,48760000,chr16,48810000,48820000,2.5
chr13,113070000,113080000,chr13,113300000,113310000,2.5
chr4,6890000,6900000,chr4,7160000,7170000,2.5
chr13,112790000,112800000,chr13,113210000,113220000,2.5
chr13,112650000,112660000,chr13,113210000,113220000,2.5
chr4,129310000,129320000,chr4,129470000,129480000,2.5
chr7,7140000,7150000,chr7,13540000,13550000,2.5
chr5,134660000,134670000,chr5,135620000,135630000,2.5
chr7,16840000,16850000,chr7,16940000,16950000,2.5
chr5,124520000,124530000,chr13,24720000,24730000,2.5
chr13,110020000,110030000,chr13,110610000,110620000,2.5
chr7,25310000,25320000,chr7,26400000,26410000,2.5
chr1,127360000,127370000,chr1,129120000,129130000,2.5
chr1,129130000,129140000,chr1,129670000,129680000,2.5
chr15,80620000,80630000,chr15,81130000,81140000,2.5
chr4,8560000,8570000,chr4,8720000,8730000,2.5
chr4,19510000,19520000,chr4,19850000,19860000,2.5
chr13,117810000,117820000,chr13,118030000,118040000,2.5
chr11,51780000,51790000,chr11,51880000,51890000,2.5
chr15,81130000,81140000,chr15,81290000,81300000,2.5
chr14,20640000,20650000,chr14,20830000,20840000,2.5
chr14,17190000,17200000,chr14,25300000,25310000,2.5
chr6,124830000,124840000,chr6,124950000,124960000,2.5
chr15,5460000,5470000,chr15,6520000,6530000,2.5
chr10,117220000,117230000,chr10,117300000,117310000,2.5
chr15,81020000,81030000,chr15,81290000,81300000,2.5
chr4,32140000,32150000,chr4,32420000,32430000,2.5
chr4,32260000,32270000,chr4,32420000,32430000,2.5
chr1,59740000,59750000,chr1,60830000,60840000,2.5
chr10,80150000,80160000,chr10,80200000,80210000,2.5
chr1,97560000,97570000,chr6,70770000,70780000,2.5
chr4,32220000,32230000,chr4,32370000,32380000,2.5
chr16,45150000,45160000,chr16,45220000,45230000,2.5
chr2,11140000,11150000,chr2,11550000,11560000,2.5
chr12,80390000,80400000,chr12,80860000,80870000,2.5
chr1,179910000,179920000,chr1,180240000,180250000,2.5
chr1,173150000,173160000,chr1,173210000,173220000,2.5
chr1,163180000,163190000,chr1,163810000,163820000,2.5
chr18,75160000,75170000,chr18,75570000,75580000,2.5
chr11,96300000,96310000,chr11,96630000,96640000,2.5
chr9,96250000,96260000,chr9,96830000,96840000,2.5
chr1,163600000,163610000,chr1,163680000,163690000,2.5
chr1,163600000,163610000,chr1,163690000,163700000,2.5
chr18,32550000,32560000,chr18,33130000,33140000,2.5
chr8,13980000,13990000,chr8,14980000,14990000,2.5
chr2,156940000,156950000,chr2,157270000,157280000,2.5
chr1,182180000,182190000,chr1,182280000,182290000,2.5
chr3,68770000,68780000,chr3,68960000,68970000,2.5
chr9,32420000,32430000,chr9,32600000,32610000,2.5
chr9,32420000,32430000,chr9,32550000,32560000,2.5
chr18,70680000,70690000,chr18,75150000,75160000,2.5
chr9,60840000,60850000,chr9,61760000,61770000,2.5
chr2,156680000,156690000,chr2,156940000,156950000,2.5
chr17,28830000,28840000,chr17,29230000,29240000,2.5
chr8,36490000,36500000,chr8,36740000,36750000,2.5
chr9,32450000,32460000,chr9,32600000,32610000,2.5
chr10,17510000,17520000,chr10,17700000,17710000,2.5
chr9,32450000,32460000,chr9,32730000,32740000,2.5
chr10,18630000,18640000,chr10,18720000,18730000,2.5
chr9,32450000,32460000,chr9,32840000,32850000,2.5
chr18,6370000,6380000,chr18,6510000,6520000,2.5
chr1,163180000,163190000,chr1,163680000,163690000,2.5
chr17,29620000,29630000,chr17,31200000,31210000,2.5
chr8,35170000,35180000,chr8,36020000,36030000,2.5
chr17,73280000,73290000,chr17,84510000,84520000,2.5
chr17,24590000,24600000,chr17,24860000,24870000,2.5
chr9,66830000,66840000,chr11,61460000,61470000,2.5
chr5,72590000,72600000,chr5,73140000,73150000,2.5
chr8,119020000,119030000,chr8,119160000,119170000,2.5
chr11,106440000,106450000,chr11,106630000,106640000,2.5
chr1,163680000,163690000,chr1,163810000,163820000,2.5
chr3,60210000,60220000,chr3,60290000,60300000,2.5
chr8,108280000,108290000,chr8,108530000,108540000,2.5
chr3,30500000,30510000,chr3,30990000,31000000,2.5
chr9,32390000,32400000,chr9,32550000,32560000,2.5
chr2,118850000,118860000,chr2,119300000,119310000,2.5
chr8,96980000,96990000,chr8,122330000,122340000,2.5
chr8,86490000,86500000,chr8,86590000,86600000,2.5
chr9,65040000,65050000,chr9,65380000,65390000,2.5
chr17,29390000,29400000,chr17,29630000,29640000,2.5
chr10,12520000,12530000,chr10,12760000,12770000,2.5
chr11,106520000,106530000,chr11,106640000,106650000,2.5
chr17,29390000,29400000,chr17,29560000,29570000,2.5
chr9,32320000,32330000,chr9,32840000,32850000,2.5
chr10,12530000,12540000,chr10,12720000,12730000,2.5
chr3,21510000,21520000,chr3,21860000,21870000,2.5
chr8,116960000,116970000,chr8,118230000,118240000,2.5
chr1,163680000,163690000,chr1,163910000,163920000,2.5
chr11,98590000,98600000,chr11,98650000,98660000,2.5
chr3,60320000,60330000,chr3,102510000,102520000,2.5
chr1,167630000,167640000,chr1,167930000,167940000,2.5
chr9,32320000,32330000,chr9,32710000,32720000,2.5
chr11,99030000,99040000,chr11,99100000,99110000,2.5
chr18,65160000,65170000,chr18,65470000,65480000,2.5
chr1,163810000,163820000,chr1,163910000,163920000,2.5
chr9,116020000,116030000,chr9,116120000,116130000,2.5
chr8,117400000,117410000,chr8,118230000,118240000,2.5
chr17,73380000,73390000,chr17,74250000,74260000,2.5
chr9,115530000,115540000,chr9,116080000,116090000,2.5
chr1,163690000,163700000,chr1,166060000,166070000,2.5
chr9,32320000,32330000,chr9,32510000,32520000,2.5
chr1,163690000,163700000,chr1,163800000,163810000,2.5
chr2,31990000,32000000,chr2,32140000,32150000,2.5
chr3,94840000,94850000,chr3,94930000,94940000,2.5
chr8,4310000,4320000,chr8,90640000,90650000,2.5
chr9,32740000,32750000,chr9,32840000,32850000,2.5
chr2,11130000,11140000,chr2,11550000,11560000,2.5
chr9,32760000,32770000,chr9,32860000,32870000,2.5
chr12,27080000,27090000,chr12,27140000,27150000,2.5
chr3,95620000,95630000,chr3,95770000,95780000,2.5
chr1,145850000,145860000,chr1,146120000,146130000,2.5
chr1,145850000,145860000,chr1,146140000,146150000,2.5
chr19,10810000,10820000,chr19,11430000,11440000,2.5
chr9,32320000,32330000,chr9,32390000,32400000,2.5
chr13,23540000,23550000,chr13,23620000,23630000,2.5
chr7,111340000,111350000,chr7,111460000,111470000,2.5
chr7,111340000,111350000,chr7,111500000,111510000,2.5
chr16,91060000,91070000,chr16,91460000,91470000,2.5
chr19,6240000,6250000,chr19,10270000,10280000,2.5
chr3,95520000,95530000,chr3,95640000,95650000,2.5
chr1,145650000,145660000,chr1,146150000,146160000,2.5
chr3,95730000,95740000,chr3,95770000,95780000,2.5
chr1,145650000,145660000,chr1,146090000,146100000,2.5
chr11,106350000,106360000,chr11,106630000,106640000,2.5
chr10,18820000,18830000,chr10,19290000,19300000,2.5
chr9,44370000,44380000,chr9,44780000,44790000,2.5
chr9,44340000,44350000,chr9,44790000,44800000,2.5
chr1,140200000,140210000,chr1,140610000,140620000,2.5
chr3,95770000,95780000,chr3,95830000,95840000,2.5
chr17,35180000,35190000,chr17,35390000,35400000,2.5
chr7,108690000,108700000,chr7,109050000,109060000,2.5
chr16,90810000,90820000,chr16,91060000,91070000,2.5
chr13,23600000,23610000,chr13,23650000,23660000,2.5
chr12,55660000,55670000,chr12,55790000,55800000,2.5
chr10,18880000,18890000,chr10,19210000,19220000,2.5
chr11,83000000,83010000,chr11,83040000,83050000,2.5
chr7,108010000,108020000,chr7,108450000,108460000,2.5
chr9,32710000,32720000,chr9,32860000,32870000,2.5
chr7,121210000,121220000,chr7,121420000,121430000,2.5
chr3,95320000,95330000,chr3,95620000,95630000,2.5
chr11,93820000,93830000,chr11,110290000,110300000,2.5
chr17,84630000,84640000,chr17,84820000,84830000,2.5
chr12,55790000,55800000,chr12,56590000,56600000,2.5
chr12,107020000,107030000,chr12,109410000,109420000,2.5
chr1,175320000,175330000,chr1,175420000,175430000,2.5
chr3,95320000,95330000,chr3,95560000,95570000,2.5
chr2,30210000,30220000,chr2,30270000,30280000,2.5
