ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr3,115460000,115470000,chr3,115680000,115690000,3.0
chr9,70390000,70400000,chr9,70500000,70510000,3.0
chr9,20750000,20760000,chr9,20830000,20840000,3.0
chr4,155070000,155080000,chr4,155360000,155370000,3.0
chr18,67410000,67420000,chr18,67440000,67450000,3.0
chr9,20750000,20760000,chr9,20930000,20940000,3.0
chr13,112570000,112580000,chr13,112770000,112780000,3.0
chr13,24510000,24520000,chr13,24890000,24900000,3.0
chr13,113220000,113230000,chr13,113280000,113290000,3.0
chr13,113230000,113240000,chr13,113280000,113290000,3.0
chr13,113230000,113240000,chr13,113290000,113300000,3.0
chr13,115600000,115610000,chr13,115680000,115690000,3.0
chr6,51120000,51130000,chr6,51420000,51430000,3.0
chr14,20780000,20790000,chr14,20880000,20890000,3.0
chr19,4870000,4880000,chr19,4960000,4970000,3.0
chr6,56870000,56880000,chr6,57480000,57490000,3.0
chr13,24710000,24720000,chr13,24920000,24930000,3.0
chr14,20900000,20910000,chr14,21000000,21010000,3.0
chr2,90740000,90750000,chr2,90910000,90920000,3.0
chr2,90740000,90750000,chr2,91070000,91080000,3.0
chr4,11110000,11120000,chr4,11410000,11420000,3.0
chr13,22120000,22130000,chr13,23830000,23840000,3.0
chr13,22120000,22130000,chr13,23660000,23670000,3.0
chr4,155070000,155080000,chr4,155090000,155100000,3.0
chr2,84260000,84270000,chr2,84320000,84330000,3.0
chr6,122250000,122260000,chr6,122470000,122480000,3.0
chr3,105760000,105770000,chr3,106260000,106270000,3.0
chr14,79090000,79100000,chr14,79700000,79710000,3.0
chr18,35650000,35660000,chr18,35750000,35760000,3.0
chr14,67480000,67490000,chr14,67620000,67630000,3.0
chr13,97150000,97160000,chr13,97440000,97450000,3.0
chr8,87330000,87340000,chr8,87370000,87380000,3.0
chr6,127050000,127060000,chr6,127100000,127110000,3.0
chr8,87370000,87380000,chr8,87510000,87520000,3.0
chr12,92620000,92630000,chr12,93080000,93090000,3.0
chr8,87470000,87480000,chr8,87510000,87520000,3.0
chr9,66350000,66360000,chr9,66440000,66450000,3.0
chr9,122710000,122720000,chr9,122790000,122800000,3.0
chr6,125140000,125150000,chr6,125370000,125380000,3.0
chr19,8860000,8870000,chr19,8970000,8980000,3.0
chr12,101960000,101970000,chr12,102230000,102240000,3.0
chr8,89140000,89150000,chr8,89410000,89420000,3.0
chr9,66350000,66360000,chr9,66550000,66560000,3.0
chr14,67480000,67490000,chr14,68330000,68340000,3.0
chr13,43880000,43890000,chr13,45480000,45490000,3.0
chr14,52520000,52530000,chr14,52640000,52650000,3.0
chr4,155090000,155100000,chr4,155200000,155210000,3.0
chr6,127210000,127220000,chr6,127400000,127410000,3.0
chr6,98960000,98970000,chr6,99220000,99230000,3.0
chr6,127100000,127110000,chr6,129170000,129180000,3.0
chr8,86130000,86140000,chr8,86230000,86240000,3.0
chr2,28320000,28330000,chr2,28370000,28380000,3.0
chr10,12600000,12610000,chr10,12700000,12710000,3.0
chr14,73220000,73230000,chr14,73380000,73390000,3.0
chr18,35110000,35120000,chr18,35720000,35730000,3.0
chr18,35020000,35030000,chr18,35720000,35730000,3.0
chr3,100720000,100730000,chr3,101080000,101090000,3.0
chr19,8890000,8900000,chr19,9180000,9190000,3.0
chr14,70970000,70980000,chr14,71160000,71170000,3.0
chr6,98960000,98970000,chr6,99330000,99340000,3.0
chr19,3910000,3920000,chr19,4010000,4020000,3.0
chr3,142210000,142220000,chr3,142250000,142260000,3.0
chr3,103200000,103210000,chr3,103650000,103660000,3.0
chr13,97250000,97260000,chr13,97310000,97320000,3.0
chr14,52640000,52650000,chr14,52740000,52750000,3.0
chr13,43390000,43400000,chr13,43540000,43550000,3.0
chr4,149940000,149950000,chr4,150330000,150340000,3.0
chr2,29980000,29990000,chr2,30660000,30670000,3.0
chr12,113050000,113060000,chr12,113140000,113150000,3.0
chr6,31120000,31130000,chr6,31170000,31180000,3.0
chr9,108240000,108250000,chr9,108460000,108470000,3.0
chr6,122730000,122740000,chr6,122820000,122830000,3.0
chr6,24470000,24480000,chr6,25750000,25760000,3.0
chr13,3630000,3640000,chr13,3890000,3900000,3.0
chr6,31150000,31160000,chr6,31360000,31370000,3.0
chr6,71220000,71230000,chr6,71390000,71400000,3.0
chr9,108160000,108170000,chr9,108200000,108210000,3.0
chr6,122730000,122740000,chr6,122760000,122770000,3.0
chr4,150220000,150230000,chr4,150330000,150340000,3.0
chr19,4010000,4020000,chr19,4120000,4130000,3.0
chr12,112770000,112780000,chr12,112910000,112920000,3.0
chr6,124660000,124670000,chr6,124780000,124790000,3.0
chr14,55110000,55120000,chr14,55190000,55200000,3.0
chr3,104240000,104250000,chr3,104310000,104320000,3.0
chr2,93990000,94000000,chr2,94240000,94250000,3.0
chr9,24950000,24960000,chr9,25000000,25010000,3.0
chr2,29900000,29910000,chr2,29940000,29950000,3.0
chr14,55220000,55230000,chr14,55270000,55280000,3.0
chr15,75810000,75820000,chr15,76780000,76790000,3.0
chr6,29800000,29810000,chr6,29930000,29940000,3.0
chr1,74330000,74340000,chr1,74550000,74560000,3.0
chr12,103600000,103610000,chr12,103980000,103990000,3.0
chr6,124690000,124700000,chr6,124750000,124760000,3.0
chr2,102790000,102800000,chr2,102910000,102920000,3.0
chr8,93600000,93610000,chr8,93650000,93660000,3.0
chr3,103600000,103610000,chr3,103650000,103660000,3.0
chr9,116000000,116010000,chr9,116090000,116100000,3.0
chr8,72290000,72300000,chr8,72350000,72360000,3.0
chr7,13410000,13420000,chr7,13590000,13600000,3.0
chr7,19600000,19610000,chr7,19710000,19720000,3.0
chr16,35740000,35750000,chr16,35930000,35940000,3.0
chr10,84030000,84040000,chr10,84640000,84650000,3.0
chr2,173270000,173280000,chr2,173400000,173410000,3.0
chr15,99800000,99810000,chr15,99950000,99960000,3.0
chr3,85940000,85950000,chr3,86020000,86030000,3.0
chr11,68660000,68670000,chr11,68750000,68760000,3.0
chr11,79510000,79520000,chr11,79770000,79780000,3.0
chr7,52690000,52700000,chr7,52810000,52820000,3.0
chr10,88920000,88930000,chr10,89140000,89150000,3.0
chr17,35250000,35260000,chr17,35300000,35310000,3.0
chr19,53110000,53120000,chr19,53460000,53470000,3.0
chr7,19600000,19610000,chr7,19740000,19750000,3.0
chr1,173620000,173630000,chr1,173700000,173710000,3.0
chr4,133130000,133140000,chr4,133170000,133180000,3.0
chr11,96800000,96810000,chr11,96850000,96860000,3.0
chr15,101020000,101030000,chr15,101090000,101100000,3.0
chr19,43590000,43600000,chr19,43700000,43710000,3.0
chr16,93810000,93820000,chr16,93850000,93860000,3.0
chr5,38950000,38960000,chr5,38990000,39000000,3.0
chr10,128220000,128230000,chr10,128240000,128250000,3.0
chr1,51530000,51540000,chr1,52170000,52180000,3.0
chr3,79040000,79050000,chr3,79390000,79400000,3.0
chr11,11420000,11430000,chr11,11660000,11670000,3.0
chr11,82700000,82710000,chr11,83110000,83120000,3.0
chr19,41900000,41910000,chr19,42000000,42010000,3.0
chr16,95950000,95960000,chr16,96120000,96130000,3.0
chr10,82090000,82100000,chr10,82220000,82230000,3.0
chr7,26440000,26450000,chr7,26500000,26510000,3.0
chr2,150130000,150140000,chr2,150390000,150400000,3.0
chr16,76370000,76380000,chr16,78570000,78580000,3.0
chr11,4100000,4110000,chr11,4740000,4750000,3.0
chr10,80050000,80060000,chr10,80140000,80150000,3.0
chr17,71820000,71830000,chr17,71890000,71900000,3.0
chr7,29550000,29560000,chr7,29740000,29750000,3.0
chr11,60350000,60360000,chr11,60510000,60520000,3.0
chr19,34280000,34290000,chr19,34320000,34330000,3.0
chrX,71360000,71370000,chrX,71480000,71490000,3.0
chr15,97220000,97230000,chr15,97410000,97420000,3.0
chr7,52370000,52380000,chr7,52430000,52440000,3.0
chr17,56170000,56180000,chr17,56390000,56400000,3.0
chr1,166380000,166390000,chr1,167120000,167130000,3.0
chr17,56300000,56310000,chr17,56410000,56420000,3.0
chr4,133030000,133040000,chr4,133390000,133400000,3.0
chr2,173400000,173410000,chr2,173480000,173490000,3.0
chr7,52390000,52400000,chr7,52650000,52660000,3.0
chr7,133420000,133430000,chr7,133520000,133530000,3.0
chr17,12490000,12500000,chr17,12550000,12560000,3.0
chr17,34020000,34030000,chr17,34110000,34120000,3.0
chr17,3500000,3510000,chr17,3550000,3560000,3.0
chr11,68230000,68240000,chr11,68250000,68260000,3.0
chr2,173270000,173280000,chr2,173410000,173420000,3.0
chr2,160470000,160480000,chr2,160690000,160700000,3.0
chr16,3870000,3880000,chr16,4670000,4680000,3.0
chr5,64870000,64880000,chr5,65290000,65300000,3.0
chr7,19730000,19740000,chr7,20300000,20310000,3.0
chr1,193780000,193790000,chr1,193930000,193940000,3.0
chr11,95520000,95530000,chr11,95710000,95720000,3.0
chr19,44350000,44360000,chr19,44630000,44640000,3.0
chr7,106280000,106290000,chr7,106300000,106310000,3.0
chr7,71000000,71010000,chr7,71080000,71090000,3.0
chr5,111620000,111630000,chr5,111650000,111660000,3.0
chr1,166230000,166240000,chr1,167120000,167130000,3.0
chrX,6890000,6900000,chrX,7290000,7300000,3.0
chr19,46460000,46470000,chr19,46570000,46580000,3.0
chr7,107520000,107530000,chr7,107680000,107690000,3.0
chr4,122510000,122520000,chr4,122690000,122700000,3.0
chr1,171890000,171900000,chr1,172140000,172150000,3.0
chr5,114280000,114290000,chr5,114580000,114590000,3.0
chr7,19820000,19830000,chr7,19910000,19920000,3.0
chr11,69390000,69400000,chr11,69650000,69660000,3.0
chr5,114580000,114590000,chr5,114620000,114630000,3.0
chr17,36160000,36170000,chr17,36250000,36260000,3.0
chr7,71430000,71440000,chr7,71510000,71520000,3.0
chr10,110670000,110680000,chr10,120750000,120760000,3.0
chr11,87400000,87410000,chr11,87570000,87580000,3.0
chr19,46470000,46480000,chr19,46640000,46650000,3.0
chr7,71510000,71520000,chr7,72010000,72020000,3.0
chr11,4100000,4110000,chr11,4230000,4240000,3.0
chr16,91480000,91490000,chr16,91640000,91650000,3.0
chr16,10540000,10550000,chr16,11170000,11180000,3.0
chr16,91680000,91690000,chr16,91820000,91830000,3.0
chr1,194980000,194990000,chr1,195090000,195100000,3.0
chr1,173600000,173610000,chr1,173710000,173720000,3.0
chr10,95730000,95740000,chr10,96150000,96160000,3.0
chr16,89840000,89850000,chr16,89970000,89980000,3.0
chr11,69040000,69050000,chr11,69130000,69140000,3.0
chr10,95800000,95810000,chr10,96160000,96170000,3.0
chr11,84510000,84520000,chr11,84540000,84550000,3.0
chr3,52100000,52110000,chr3,52350000,52360000,3.0
chr4,117850000,117860000,chr4,118080000,118090000,3.0
chr1,193390000,193400000,chr1,193640000,193650000,3.0
chr7,19710000,19720000,chr7,52270000,52280000,3.0
chr16,4470000,4480000,chr16,4670000,4680000,3.0
chr16,91640000,91650000,chr16,91720000,91730000,3.0
chr1,173600000,173610000,chr1,173700000,173710000,3.0
chr10,96090000,96100000,chr10,96240000,96250000,3.0
chr19,43700000,43710000,chr19,43740000,43750000,3.0
chr16,89840000,89850000,chr16,90140000,90150000,3.0
chr16,4490000,4500000,chr16,4550000,4560000,3.0
chr1,39970000,39980000,chr1,40040000,40050000,3.0
chr7,19730000,19740000,chr7,19890000,19900000,3.0
chr1,39960000,39970000,chr1,40530000,40540000,3.0
chr19,43740000,43750000,chr19,43830000,43840000,3.0
chr17,36030000,36040000,chr17,45710000,45720000,3.0
chr17,36050000,36060000,chr17,36160000,36170000,3.0
chr5,108410000,108420000,chr5,108560000,108570000,3.0
chr17,21670000,21680000,chr17,21810000,21820000,3.0
chr17,73180000,73190000,chr17,73610000,73620000,3.0
chr7,135510000,135520000,chr7,135880000,135890000,3.0
chr5,129520000,129530000,chr5,130000000,130010000,3.0
chr7,135380000,135390000,chr7,135600000,135610000,3.0
chr10,79310000,79320000,chr10,79600000,79610000,3.0
chr17,46780000,46790000,chr17,46910000,46920000,3.0
chr7,25660000,25670000,chr7,25860000,25870000,3.0
chr1,34060000,34070000,chr1,34490000,34500000,3.0
chr7,82750000,82760000,chr7,82930000,82940000,3.0
chr11,74460000,74470000,chr11,74580000,74590000,3.0
chr17,25020000,25030000,chr17,25090000,25100000,3.0
chr4,107950000,107960000,chr4,108000000,108010000,3.0
chr1,193140000,193150000,chr1,193210000,193220000,3.0
chr17,24980000,24990000,chr17,25150000,25160000,3.0
chr7,16890000,16900000,chr7,16990000,17000000,3.0
chr5,124770000,124780000,chr5,124880000,124890000,3.0
chr4,133260000,133270000,chr4,133420000,133430000,3.0
chr5,92390000,92400000,chr5,92560000,92570000,3.0
chr4,108290000,108300000,chr4,108500000,108510000,3.0
chr11,70320000,70330000,chr11,70460000,70470000,3.0
chr17,21790000,21800000,chr17,22100000,22110000,3.0
chr15,79170000,79180000,chr15,79270000,79280000,3.0
chr7,134400000,134410000,chr7,135600000,135610000,3.0
chr10,127700000,127710000,chr10,127840000,127850000,3.0
chr10,127100000,127110000,chr10,127470000,127480000,3.0
chr7,82670000,82680000,chr7,82840000,82850000,3.0
chr7,135600000,135610000,chr7,135880000,135890000,3.0
chr3,52350000,52360000,chr3,52430000,52440000,3.0
chr7,52000000,52010000,chr7,52270000,52280000,3.0
chr7,148310000,148320000,chr7,148400000,148410000,3.0
chr7,35980000,35990000,chr7,36020000,36030000,3.0
chr15,76170000,76180000,chr15,76210000,76220000,3.0
chr4,134480000,134490000,chr4,134990000,135000000,3.0
chr10,76720000,76730000,chr10,76970000,76980000,3.0
chr4,134480000,134490000,chr4,134670000,134680000,3.0
chr10,76970000,76980000,chr10,77090000,77100000,3.0
chr11,115260000,115270000,chr11,115420000,115430000,3.0
chr10,77040000,77050000,chr10,77090000,77100000,3.0
chr11,50040000,50050000,chr11,50070000,50080000,3.0
chr5,34530000,34540000,chr5,34670000,34680000,3.0
chr7,35980000,35990000,chr7,36010000,36020000,3.0
chr11,50070000,50080000,chr11,50100000,50110000,3.0
chr7,25860000,25870000,chr7,26060000,26070000,3.0
chr7,31780000,31790000,chr7,31950000,31960000,3.0
chr10,77920000,77930000,chr10,78030000,78040000,3.0
chr2,181250000,181260000,chr2,181330000,181340000,3.0
chr10,79160000,79170000,chr10,79220000,79230000,3.0
chr11,53650000,53660000,chr11,53700000,53710000,3.0
chr17,27050000,27060000,chr17,27070000,27080000,3.0
chr1,158840000,158850000,chr1,158880000,158890000,3.0
chr16,45780000,45790000,chr16,46120000,46130000,3.0
chr4,134350000,134360000,chr4,134400000,134410000,3.0
chr7,52180000,52190000,chr7,52200000,52210000,3.0
chr17,24980000,24990000,chr17,25070000,25080000,3.0
chr16,36600000,36610000,chr16,36660000,36670000,3.0
chr11,102110000,102120000,chr11,102140000,102150000,3.0
chr11,76890000,76900000,chr11,77190000,77200000,3.0
chr7,52240000,52250000,chr7,52370000,52380000,3.0
chr2,146330000,146340000,chr2,146680000,146690000,3.0
chr15,81410000,81420000,chr15,81560000,81570000,3.0
chr15,84750000,84760000,chr15,85460000,85470000,3.0
chr10,79720000,79730000,chr10,80080000,80090000,3.0
chr4,132830000,132840000,chr4,132890000,132900000,3.0
chr15,84750000,84760000,chr18,50130000,50140000,3.0
chr7,82500000,82510000,chr7,82540000,82550000,3.0
chr10,79790000,79800000,chr10,79860000,79870000,3.0
chr11,59040000,59050000,chr11,85160000,85170000,3.0
chr1,37920000,37930000,chr1,38050000,38060000,3.0
chr10,79860000,79870000,chr10,80080000,80090000,3.0
chr11,59920000,59930000,chr11,60160000,60170000,3.0
chr4,108500000,108510000,chr4,108870000,108880000,3.0
chr7,52300000,52310000,chr7,52330000,52340000,3.0
chr1,51640000,51650000,chr1,52170000,52180000,3.0
chr10,127970000,127980000,chr10,128050000,128060000,3.0
chr1,39970000,39980000,chr1,40530000,40540000,3.0
chr15,94350000,94360000,chr15,94380000,94390000,3.0
chr7,52240000,52250000,chr7,52330000,52340000,3.0
chr17,36170000,36180000,chr17,36250000,36260000,3.0
chr7,133930000,133940000,chr7,134230000,134240000,3.0
chr11,75300000,75310000,chr11,75440000,75450000,3.0
chrX,71610000,71620000,chrX,71650000,71660000,3.0
chr15,83290000,83300000,chr15,83340000,83350000,3.0
chr10,79710000,79720000,chr10,79790000,79800000,3.0
chr17,24550000,24560000,chr17,24600000,24610000,3.0
chr17,38870000,38880000,chr17,38910000,38920000,3.0
chr15,81690000,81700000,chr15,81840000,81850000,3.0
chr7,52180000,52190000,chr7,52380000,52390000,3.0
chr15,81840000,81850000,chr15,81970000,81980000,3.0
chr17,24600000,24610000,chr17,24650000,24660000,3.0
chr1,40460000,40470000,chr1,40520000,40530000,3.0
chr15,84750000,84760000,chr15,84860000,84870000,3.0
chr10,79630000,79640000,chr10,79720000,79730000,3.0
chr1,163710000,163720000,chr1,163900000,163910000,3.0
chr11,75160000,75170000,chr11,75300000,75310000,3.0
chr10,127960000,127970000,chr10,128250000,128260000,2.5
chr19,53460000,53470000,chr19,53880000,53890000,2.5
chr5,28390000,28400000,chr5,105840000,105850000,2.5
chr19,53250000,53260000,chr19,53320000,53330000,2.5
chr19,5420000,5430000,chr19,5680000,5690000,2.5
chr9,103010000,103020000,chr9,103110000,103120000,2.5
chr3,52200000,52210000,chr3,52730000,52740000,2.5
chr1,74630000,74640000,chr1,75310000,75320000,2.5
chr5,108040000,108050000,chr5,108130000,108140000,2.5
chr5,110520000,110530000,chr5,110650000,110660000,2.5
chr13,21260000,21270000,chr13,22060000,22070000,2.5
chr3,52200000,52210000,chr3,52660000,52670000,2.5
chr2,167170000,167180000,chr2,167460000,167470000,2.5
chr9,96090000,96100000,chr9,96570000,96580000,2.5
chr2,167330000,167340000,chr2,167460000,167470000,2.5
chr5,108130000,108140000,chr12,101420000,101430000,2.5
chr9,106790000,106800000,chr9,107240000,107250000,2.5
chr13,21800000,21810000,chr13,22130000,22140000,2.5
chr13,21800000,21810000,chr13,23830000,23840000,2.5
chrX,6890000,6900000,chrX,7140000,7150000,2.5
chr13,21260000,21270000,chr13,23830000,23840000,2.5
chr11,69480000,69490000,chr11,69650000,69660000,2.5
chr1,75240000,75250000,chr1,75310000,75320000,2.5
chr9,106370000,106380000,chr9,106780000,106790000,2.5
chr1,39770000,39780000,chr1,39960000,39970000,2.5
chr6,48660000,48670000,chr6,48760000,48770000,2.5
chr3,129120000,129130000,chr3,129230000,129240000,2.5
chr2,179850000,179860000,chr2,179990000,180000000,2.5
chr11,31910000,31920000,chr11,32100000,32110000,2.5
chr3,127250000,127260000,chr3,127590000,127600000,2.5
chr2,75540000,75550000,chr2,75810000,75820000,2.5
chr1,36350000,36360000,chr1,185850000,185860000,2.5
chr9,64670000,64680000,chr9,64850000,64860000,2.5
chrX,98720000,98730000,chrX,98830000,98840000,2.5
chr11,29410000,29420000,chr11,30080000,30090000,2.5
chr13,45930000,45940000,chr13,45980000,45990000,2.5
chr13,43950000,43960000,chr13,44890000,44900000,2.5
chr5,23880000,23890000,chr5,23900000,23910000,2.5
chr11,23170000,23180000,chr11,23390000,23400000,2.5
chr5,73020000,73030000,chr5,73650000,73660000,2.5
chr11,59920000,59930000,chr11,60350000,60360000,2.5
chr11,22740000,22750000,chr11,22900000,22910000,2.5
chrX,100680000,100690000,chrX,101170000,101180000,2.5
chr13,48640000,48650000,chr13,49060000,49070000,2.5
chr13,22120000,22130000,chr13,23630000,23640000,2.5
chr3,129120000,129130000,chr3,129300000,129310000,2.5
chr3,30490000,30500000,chr3,30860000,30870000,2.5
chr9,56920000,56930000,chr9,57490000,57500000,2.5
chr11,50040000,50050000,chr11,50100000,50110000,2.5
chr1,20900000,20910000,chr1,20920000,20930000,2.5
chr9,59460000,59470000,chr9,59520000,59530000,2.5
chr11,51740000,51750000,chr11,52070000,52080000,2.5
chrX,148450000,148460000,chrX,148660000,148670000,2.5
chr11,54380000,54390000,chr11,54650000,54660000,2.5
chr5,73150000,73160000,chr5,73670000,73680000,2.5
chr11,54380000,54390000,chr11,54670000,54680000,2.5
chrX,106030000,106040000,chrX,106200000,106210000,2.5
chr11,54380000,54390000,chr11,54940000,54950000,2.5
chr5,92390000,92400000,chr5,92510000,92520000,2.5
chr11,32480000,32490000,chr11,32540000,32550000,2.5
chr13,49330000,49340000,chr13,49430000,49440000,2.5
chr3,51080000,51090000,chr3,51210000,51220000,2.5
chr5,66150000,66160000,chr5,66250000,66260000,2.5
chr13,41090000,41100000,chr13,41190000,41200000,2.5
chr9,66550000,66560000,chr9,66720000,66730000,2.5
chr13,23640000,23650000,chr13,23830000,23840000,2.5
chr11,4230000,4240000,chr11,4490000,4500000,2.5
chr5,105830000,105840000,chr5,106070000,106080000,2.5
chr5,64680000,64690000,chr5,64870000,64880000,2.5
chr1,82810000,82820000,chr1,157000000,157010000,2.5
chr19,4830000,4840000,chr19,4960000,4970000,2.5
chr2,90580000,90590000,chr2,94240000,94250000,2.5
chr1,39960000,39970000,chr1,40040000,40050000,2.5
chr1,80430000,80440000,chr1,80660000,80670000,2.5
chr11,4140000,4150000,chr11,4490000,4500000,2.5
chr1,80430000,80440000,chr1,80640000,80650000,2.5
chr11,4140000,4150000,chr11,4230000,4240000,2.5
chr9,79920000,79930000,chr9,80160000,80170000,2.5
chr19,5290000,5300000,chr19,5400000,5410000,2.5
chr13,22130000,22140000,chr13,23770000,23780000,2.5
chr9,77760000,77770000,chr9,77880000,77890000,2.5
chr11,69040000,69050000,chr11,69180000,69190000,2.5
chr13,23660000,23670000,chr13,23830000,23840000,2.5
chr9,72300000,72310000,chr9,72370000,72380000,2.5
chr9,66680000,66690000,chr9,66740000,66750000,2.5
chr13,32890000,32900000,chr13,32950000,32960000,2.5
chr11,60510000,60520000,chr11,60640000,60650000,2.5
chr2,174290000,174300000,chr2,174420000,174430000,2.5
chr3,51210000,51220000,chr3,51360000,51370000,2.5
chr3,116040000,116050000,chr3,116210000,116220000,2.5
chr11,68660000,68670000,chr11,68780000,68790000,2.5
chr13,24510000,24520000,chr13,24710000,24720000,2.5
chrX,70960000,70970000,chrX,71160000,71170000,2.5
chr19,53210000,53220000,chr19,53460000,53470000,2.5
chr9,72370000,72380000,chr9,72460000,72470000,2.5
chr11,11420000,11430000,chr11,11700000,11710000,2.5
chr11,68710000,68720000,chr11,68780000,68790000,2.5
chrX,12920000,12930000,chrX,12970000,12980000,2.5
chr9,107790000,107800000,chr9,108240000,108250000,2.5
chr1,69580000,69590000,chr1,90480000,90490000,2.5
chr6,34260000,34270000,chr6,35080000,35090000,2.5
chr10,38850000,38860000,chr10,38910000,38920000,2.5
chr10,33670000,33680000,chr10,34130000,34140000,2.5
chr3,87840000,87850000,chr3,87980000,87990000,2.5
chr19,11510000,11520000,chr19,12030000,12040000,2.5
chr10,80020000,80030000,chr10,80140000,80150000,2.5
chr10,80020000,80030000,chr10,80130000,80140000,2.5
chr10,80020000,80030000,chr10,80050000,80060000,2.5
chr10,34000000,34010000,chr10,34040000,34050000,2.5
chr10,34000000,34010000,chr10,34130000,34140000,2.5
chr2,122560000,122570000,chr2,125970000,125980000,2.5
chr10,38850000,38860000,chr10,39330000,39340000,2.5
chr11,97040000,97050000,chr11,97170000,97180000,2.5
chr2,148490000,148500000,chr2,150730000,150740000,2.5
chr3,95680000,95690000,chr3,95970000,95980000,2.5
chr10,79720000,79730000,chr10,80260000,80270000,2.5
chr10,79720000,79730000,chr10,79860000,79870000,2.5
chr5,124420000,124430000,chr5,124540000,124550000,2.5
chr1,60620000,60630000,chr1,60910000,60920000,2.5
chr10,39860000,39870000,chr10,39960000,39970000,2.5
chr10,39860000,39870000,chr10,40060000,40070000,2.5
chr12,33980000,33990000,chr12,40940000,40950000,2.5
chr5,32000000,32010000,chr5,33360000,33370000,2.5
chr11,100380000,100390000,chr11,100480000,100490000,2.5
chr1,51630000,51640000,chr1,52170000,52180000,2.5
chr5,139670000,139680000,chr5,139860000,139870000,2.5
chr2,119850000,119860000,chr2,119980000,119990000,2.5
chr10,84590000,84600000,chr10,84620000,84630000,2.5
chr11,98330000,98340000,chr11,98670000,98680000,2.5
chr19,10670000,10680000,chr19,11020000,11030000,2.5
chr2,121940000,121950000,chr2,122060000,122070000,2.5
chr11,98630000,98640000,chr11,98670000,98680000,2.5
chr19,41870000,41880000,chr19,42050000,42060000,2.5
chr11,98630000,98640000,chr11,98880000,98890000,2.5
chr11,98820000,98830000,chr11,99010000,99020000,2.5
chr19,10830000,10840000,chr19,11510000,11520000,2.5
chr12,72110000,72120000,chr12,107240000,107250000,2.5
chr10,80600000,80610000,chr10,80840000,80850000,2.5
chr10,20880000,20890000,chr10,20970000,20980000,2.5
chr12,72110000,72120000,chr12,72230000,72240000,2.5
chr10,80280000,80290000,chr10,80600000,80610000,2.5
chr5,139720000,139730000,chr5,139850000,139860000,2.5
chr2,150430000,150440000,chr2,150730000,150740000,2.5
chr5,139720000,139730000,chr5,139800000,139810000,2.5
chr12,72030000,72040000,chr12,72110000,72120000,2.5
chr5,138030000,138040000,chr5,138210000,138220000,2.5
chr10,79710000,79720000,chr10,79860000,79870000,2.5
chr10,41170000,41180000,chr10,42220000,42230000,2.5
chr10,60930000,60940000,chr10,61110000,61120000,2.5
chr5,34120000,34130000,chr5,34270000,34280000,2.5
chr19,32270000,32280000,chr19,32480000,32490000,2.5
chr1,53840000,53850000,chr1,53960000,53970000,2.5
chr2,127950000,127960000,chr2,128150000,128160000,2.5
chr5,136020000,136030000,chr5,136160000,136170000,2.5
chr5,34530000,34540000,chr5,35000000,35010000,2.5
chr10,79160000,79170000,chr10,79240000,79250000,2.5
chr5,130290000,130300000,chr5,130730000,130740000,2.5
chr1,55180000,55190000,chr1,55290000,55300000,2.5
chr19,31980000,31990000,chr19,32480000,32490000,2.5
chr11,117680000,117690000,chr11,117710000,117720000,2.5
chr1,55080000,55090000,chr1,55180000,55190000,2.5
chr11,115020000,115030000,chr11,115370000,115380000,2.5
chr19,31980000,31990000,chr19,32340000,32350000,2.5
chr1,53880000,53890000,chr1,53960000,53970000,2.5
chr11,117510000,117520000,chr11,117710000,117720000,2.5
chr11,117510000,117520000,chr11,117610000,117620000,2.5
chr11,115390000,115400000,chr11,115560000,115570000,2.5
chr10,74610000,74620000,chr10,74740000,74750000,2.5
chr10,60930000,60940000,chr10,61150000,61160000,2.5
chr3,90090000,90100000,chr3,90230000,90240000,2.5
chr12,33590000,33600000,chr12,33630000,33640000,2.5
chr5,34670000,34680000,chr5,34910000,34920000,2.5
chr12,33510000,33520000,chr12,33980000,33990000,2.5
chr2,127650000,127660000,chr2,128320000,128330000,2.5
chr2,139890000,139900000,chr2,139990000,140000000,2.5
chr10,79620000,79630000,chr10,80280000,80290000,2.5
chr12,21290000,21300000,chr12,21340000,21350000,2.5
chr19,12030000,12040000,chr19,44360000,44370000,2.5
chr2,127750000,127760000,chr2,127950000,127960000,2.5
chr10,79620000,79630000,chr10,79710000,79720000,2.5
chr5,33720000,33730000,chr5,34000000,34010000,2.5
chr1,58850000,58860000,chr1,59030000,59040000,2.5
chr3,88100000,88110000,chr3,88140000,88150000,2.5
chr10,79500000,79510000,chr10,79710000,79720000,2.5
chr10,57710000,57720000,chr10,57900000,57910000,2.5
chr12,8520000,8530000,chr12,40950000,40960000,2.5
chr10,79500000,79510000,chr10,79630000,79640000,2.5
chr10,58780000,58790000,chr10,59410000,59420000,2.5
chr11,109130000,109140000,chr11,109190000,109200000,2.5
chr12,3310000,3320000,chr12,3420000,3430000,2.5
chr5,34000000,34010000,chr5,35000000,35010000,2.5
chr11,97860000,97870000,chr11,98330000,98340000,2.5
chr11,96830000,96840000,chr11,97040000,97050000,2.5
chr13,14090000,14100000,chr13,14150000,14160000,2.5
chr11,115350000,115360000,chr11,115560000,115570000,2.5
chr2,160690000,160700000,chr2,160930000,160940000,2.5
chr12,108370000,108380000,chr12,109150000,109160000,2.5
